Word,Frequency
you,16
have,17
invited,1
me,1
i,14
know,5
not,10
as,20
an,6
individual,1
but,14
secretary-general,2
of,80
the,99
united,10
nations,10
are,14
saying,1
that,30
matters,2
and,76
want,3
to,65
hear,2
what,5
we,26
say,2
right,3
in,39
believing,1
un,4
think,2
because,5
offers,1
best,4
hope,2
a,40
stable,1
world,11
broadly,1
equitable,1
order,2
based,3
on,13
generally,2
accepted,2
rules,6
statement,1
has,7
been,4
much,5
questioned,1
past,1
year,5
recent,1
events,1
reaffirmed,1
even,4
strengthened,1
its,7
validity,1
rule-based,2
system,10
is,18
interest,3
all,11
countries,7
—,9
especially,2
today,4
globalization,1
shrunk,1
very,1
openness,1
which,8
such,6
important,1
feature,1
today's,1
successful,2
societies,1
makes,2
deadly,1
weapons,6
relatively,2
easy,2
obtain,1
terrorists,1
difficult,3
restrain,1
strong,2
feel,2
almost,2
vulnerable,2
weak,2
so,3
it,20
every,2
country,5
international,11
abide,1
by,11
them,5
can,6
only,4
work,2
if,4
devising,1
applying,1
legitimate,1
interests,3
accommodated,1
decisions,2
reached,2
collectively,2
essence,2
multilateralism,1
founding,2
principle,1
great,4
american,9
leaders,2
understood,2
this,13
one,3
things,2
make,3
unique,1
power,3
america,2
feels,1
need,5
frame,1
policies,4
exercise,1
leadership,5
just,2
light,1
own,3
particular,2
also,4
with,9
eye,1
universal,2
principles,1
among,1
finest,1
examples,1
was,8
plan,1
for,9
reconstructing,1
europe,1
after,1
war,2
ii,1
general,1
marshall,1
announced,1
here,4
at,3
harvard,1
1947,1
part,3
larger-scale,1
truly,1
statesmanlike,1
effort,1
americans,3
joined,1
others,2
build,1
new,5
worked,1
large,1
survives,1
essentials,1
nearly,1
60,3
years,6
later,1
these,5
achievements,1
states,4
played,1
vital,2
role,1
inextricably,1
indispensably,1
primacy,1
rule,1
law,3
essential,2
ingredient,1
mix,1
effective,2
instrument,1
progressive,1
change,1
legitimacy,2
gains,1
from,10
being,2
deployed,1
within,1
framework,1
multilateral,2
institutions,2
pursuit,1
common,2
recognized,1
other,7
big,2
small,2
prefer,1
cooperate,1
issues,4
peace,2
security,5
through,2
give,2
cooperation,1
they,7
different,1
views,2
specific,1
issue,1
may,4
occasion,1
be,20
true,1
ultimately,1
values,1
shared,1
view,1
future,2
over,2
whenever,1
approach,1
applied,1
consistently,1
proved,1
winning,1
formula,1
threatened,1
triple,1
crisis,11
challenges,2
both,2
global,6
leader,1
us,7
live,4
up,2
ideals,1
our,9
traditions,2
does,2
consist,1
first,2
collective,4
second,3
solidarity,3
third,2
cultural,1
division,1
distrust,1
north,1
looks,1
most,2
obvious,1
seen,1
terrorism,4
emerge,1
major,1
threat,2
worry,1
about,5
spread,2
mass,5
destruction,5
fear,3
existing,1
governing,1
use,4
force,5
might,2
adequate,1
protection,1
were,1
combined,1
came,1
head,1
last,2
argument,1
iraq,2
side,2
said,1
should,4
used,1
compelling,1
circumstances,1
self-defense,1
when,7
already,1
attacked,2
or,7
clearly,1
otherwise,1
decision,2
council,2
argued,1
post-9/11,1
preventive,1
become,1
necessary,1
some,2
cases,2
can't,1
afford,1
wait,1
till,1
sure,2
someone,1
going,1
attack,1
then,1
too,6
late,2
indeed,1
combination,1
possible,1
proliferation,1
existence,1
rogue,1
dysfunctional,1
face,2
challenge,1
never,3
meant,2
suicide,1
pact,1
kind,1
would,2
who,4
allowed,1
without,2
agreement,1
simply,1
thought,1
there,2
believe,1
way,1
forward,1
clear,1
though,1
far,1
cannot,2
abandon,2
do,2
adapt,2
realities,1
find,1
answers,1
questions:,1
community,3
acting,1
deal,1
threats,1
justified,1
decides,1
how,1
taken,2
time,5
appointed,1
panel,1
eminent,1
persons,1
look,2
into,1
those,7
questions,2
suggest,1
ways,1
making,2
better,2
age,1
humanity,2
needs,1
organization,1
more,4
than,5
ever,2
expect,2
their,7
recommendations,1
end,1
will,3
lead,1
wise,1
governments,3
panels,1
governmentsneed,1
good,1
ideas,1
sustained,1
pressure,1
internationalists,1
go,2
beyond,2
criteria,1
identifying,1
clearer,1
