Word,Frequency
dealing,1
genocide,1
crimes,2
against,2
where,3
problem,1
often,1
reacts,1
weakly,1
undersecretary-general,1
peacekeeping,2
10,1
ago,3
lived,1
traumatic,1
experiences,1
bosnia,1
rwanda,1
forces,1
had,1
witness,1
appalling,1
massacres,3
could,2
nothing,1
stop,1
no,1
act,1
warned,1
seriously,1
unless,2
fulfills,1
responsibility,1
protect,1
innocent,1
national,1
sovereignty,1
shield,1
behind,1
carried,1
out,4
impunity,1
stand,1
still,1
many,1
tolerate,1
incite,1
themselves,3
perpetrate,1
humanitarian,2
darfur,2
region,1
western,2
sudan,1
example,1
thousands,2
villages,1
burnt,1
million,1
people,4
forced,1
homes,1
must,10
insist,1
sudanese,1
authorities,1
immediately,1
put,1
house,1
neutralize,1
disarm,1
brutal,1
janjaweed,1
militia,1
allow,6
supplies,1
equipment,1
reach,1
population,1
further,2
delays,1
ensure,1
displaced,1
return,1
home,2
safety,2
pursue,1
political,1
negotiations,1
renewed,1
sense,1
urgency,1
delay,1
cost,1
hundreds,1
lives,2
now,4
come,1
whatever,2
let,4
divert,1
attention,1
resources,1
away,1
goals,4
reducing,1
extreme,1
poverty,1
worst,1
effects,1
set,1
four,1
millennium,2
summit,1
remember,2
2015:,1
halving,1
proportion,1
don't,1
drinking,1
water;,1
girls,1
well,2
boys,1
receive,1
least,1
primary,1
education;,1
slashing,1
infant,1
maternal,1
mortality;,1
stopping,1
hiv/aids,1
course,1
done,1
peoples,1
poor,1
richer,1
play,1
meet,1
agreed,1
targets,1
aid,1
trade,1
debt,1
relief,1
i'd,1
like,1
ask,1
candidates,1
election,1
priority,1
shall,2
soon,1
run,1
achieve,1
2015,1
bitter,1
experience,1
afghanistan,1
elsewhere,1
secure,1
while,1
citizens,1
whole,1
trapped,1
oppression,1
misery,1
finally,1
prejudice,1
intolerance:,1
ourselves,2
anger,2
treat,1
whose,1
faith,2
culture,2
differs,1
ours,1
enemies,1
blame,1
islam,1
suspect,1
muslims,2
number,1
commit,1
acts,1
violence,1
terror,1
anti-semitism,2
disguise,1
itself,1
reaction,1
israeli,1
government,1
any,1
questioning,1
silenced,1
accusations,1
christians,1
muslim,1
treated,1
religion,1
somehow,1
made,1
fifth,1
column,1
imperialism,1
times,3
tranquility,1
human,1
rights,1
spirit,2
mutual,2
respect,3
adhere,1
rule-book:,1
each,3
individuals,2
yes,1
define,1
identity,1
belong,1
choice,1
three,1
tests,2
faces,1
century:,1
test,3
security;,1
between,2
rich,1
poor;,1
faiths,1
cultures,1
pass,2
preserve,2
twenty-first,1
century,1
served,1
half,1
twentieth,1
once,1
again,1
enlightened,1
graduates:,1
your,2
country's,1
commitment,1
listen,1
arguments,1
assess,1
merits,1
want:,1
chance,1
decent,1
dignity,1
knew,1
strongly,1
supported,1
depend,1
graduates,2
say:,2
tell,1
fellow-citizens,1
back,1
facile,1
stereotypes,1
long,1
enough,1
dynamism,1
society,1
generosity,1
rise,1
above,1
grateful,1
proud,1
keep,1
safe,1
generations',1
sake,1
improve,1
intact,1
stronger,1
my,1
fellow,1
2004,1
wherever,1
afternoon,1
difference,1
