Word,Frequency
president,1
faust,1
members,2
of,87
the,112
harvard,4
corporation,1
and,82
board,1
overseers,1
faculty,1
proud,2
parents,7
above,2
all,13
graduates,2
first,3
thing,2
i,115
would,9
like,3
to,89
say,3
is,35
‘thank,1
you’,1
not,28
only,8
has,7
given,3
me,14
an,16
extraordinary,1
honour,1
but,11
weeks,1
fear,5
nausea,1
have,36
endured,2
at,24
thought,2
giving,1
this,11
commencement,3
address,2
made,1
lose,1
weight,1
a,49
win-win,1
situation,1
now,4
do,10
take,3
deep,1
breaths,1
squint,1
red,1
banners,1
convince,1
myself,7
that,64
am,4
world’s,2
largest,1
gryffindor,1
reunion,1
delivering,1
great,2
responsibility;,1
or,14
so,11
until,2
cast,1
my,38
mind,2
back,3
own,7
graduation,7
speaker,1
day,10
was,29
distinguished,1
british,1
philosopher,1
baroness,2
mary,2
warnock,2
reflecting,1
on,16
her,3
speech,1
helped,2
enormously,1
in,36
writing,2
one,10
because,6
it,21
turns,1
out,8
can’t,1
remember,6
single,2
word,2
she,3
said,1
liberating,1
discovery,1
enables,2
proceed,1
without,6
any,8
might,10
inadvertently,1
influence,2
you,46
abandon,1
promising,1
careers,1
business,1
law,1
politics,1
for,27
giddy,1
delights,1
becoming,1
gay,1
wizard,1
see,2
if,7
years,4
come,6
‘gay,1
wizard’,1
joke,1
i’ve,2
ahead,1
achievable,1
goals:,1
step,1
self,2
improvement,1
actually,1
wracked,1
heart,1
what,16
ought,1
today,2
asked,1
wish,3
had,39
known,3
important,1
lessons,1
learned,5
21,2
expired,1
between,2
up,2
with,15
two,2
answers,1
wonderful,1
when,4
we,12
are,12
gathered,1
together,2
celebrate,2
your,23
academic,1
success,4
decided,1
talk,2
about,7
benefits,2
failure,13
as,16
stand,2
threshold,1
sometimes,2
called,1
‘real,1
life’,1
want,1
extol,1
crucial,1
importance,2
imagination,5
these,1
may,1
seem,1
quixotic,1
paradoxical,1
choices,1
please,1
bear,2
looking,1
21-year-old,2
slightly,1
uncomfortable,1
experience,5
42-year-old,1
become,2
half,1
lifetime,1
ago,1
striking,1
uneasy,1
balance,1
ambition,1
those,11
closest,1
expected,1
convinced,1
wanted,2
ever,5
write,2
novels,1
however,2
both,3
whom,5
came,3
from,7
impoverished,1
backgrounds,1
neither,1
been,16
college,1
took,3
view,2
overactive,1
amusing,1
personal,3
quirk,1
never,15
pay,1
mortgage,1
secure,2
pension,1
know,5
irony,1
strikes,1
force,1
cartoon,1
anvil,1
